	0	1	2	3	4	5	6	7
am0147	0	0	0	0	0	0	0	0
am0148	0	0	0	0	0	0	0	0
am0149	0	0	0	0	0	0	0	0
am0150	0	0	0	0	0	0	0	0
am0151	0	0	0	0	0	0	0	0
am0152	0	0	0	0	0	0	0	0
am0153	0	0	0	0	0	0	0	0
am0155	0	0	0	0	0	0	0	0
am0156	0	0	0	0	0	0	0	0
am0157	0	0	0	0	0	0	0	0
am0158	0	0	0	0	0	0	0	0
am0159	0	0	0	0	0	0	0	0
am0160	0	0	0	0	0	0	0	0
am0161	0	0	0	0	0	0	0	0
am0162	0	0	0	0	0	0	0	0
am0163	0	0	0	0	0	0	0	0
am0164	0	0	0	0	0	0	0	0
am0165	0	0	0	0	0	0	0	0
am0166	0	0	0	0	0	0	0	0
am0167	0	0	0	0	0	0	0	0
am0168	0	0	0	0	0	0	0	0
am0169	0	0	0	0	0	0	0	0
am0171	0	0	0	0	0	0	0	0
am0172	0	0	0	0	0	0	0	0
am0173	0	0	0	0	0	0	0	0
am0174	0	0	0	0	0	0	0	0
am0175	0	0	2	0	0	0	0	6
am0176	0	0	0	0	0	0	0	0
am0177	0	0	0	0	0	0	0	0
am0178	0	0	0	0	0	0	0	0
am0179	0	0	0	0	0	0	0	0
am0180	0	0	0	0	0	0	0	0
am0181	0	0	0	0	0	0	0	0
am0182	0	0	0	0	0	0	0	0
am0183	0	0	0	0	0	0	0	0
am0184	0	0	0	0	0	0	0	0
am0185	0	0	0	0	0	0	0	0
am0186	0	0	0	0	0	0	0	0
am0187	0	0	0	0	0	0	0	0
am0188	0	0	0	0	0	0	0	0
am0189	0	0	0	0	0	0	0	0
am0190	0	0	0	0	0	0	0	0
am0192	0	0	0	0	0	0	0	0
am0194	0	0	0	0	0	0	0	0
am0195	0	0	0	0	0	0	0	0
am0196	0	0	0	0	0	0	0	0
am0197	0	0	0	0	0	0	0	0
am0198	0	0	0	0	0	0	0	0
am0199	0	0	0	0	0	0	0	0
am0200	0	0	0	0	0	0	0	0
am0201	0	0	0	0	0	0	0	0
am0202	0	0	0	0	0	0	0	0
am0203	0	0	0	0	0	0	0	0
am0204	0	0	0	0	0	0	0	0
am0205	0	0	0	0	0	0	0	0
am0206	0	0	0	0	0	0	0	0
am0207	0	0	0	0	0	0	0	0
am0208	0	0	0	0	0	0	0	0
am0209	0	0	0	0	0	0	0	0
am0210	0	0	0	0	0	0	0	0
am0211	0	0	0	0	0	0	0	0
am0212	0	0	0	0	0	0	0	0
am0213	0	0	0	0	0	0	0	0
am0214	0	0	0	0	0	0	0	0
am0215	0	0	0	0	0	0	0	0
am0216	0	0	0	0	0	0	0	0
am0217	0	0	0	0	0	0	0	0
am0218	0	0	0	0	0	0	0	0
am0219	0	0	0	0	0	0	0	0
am0220	0	0	0	0	0	0	0	0
am0221	0	0	0	0	0	0	0	0
am0222	0	0	0	0	0	0	0	0
am0223	0	0	0	0	0	0	0	0
am0224	0	0	0	0	0	0	0	0
am0225	0	0	0	0	0	0	0	0
am0226	0	0	0	0	0	0	0	0
am0227	0	0	0	0	0	0	0	0
am0228	0	0	0	0	0	0	0	0
am0229	0	0	0	0	0	0	0	0
am0230	0	0	0	0	0	0	0	0
am0231	0	0	0	0	0	0	0	0
